source	name	metadata	method	ingredients	cooklang
data/bronze/bonmot/green-goddess-dressing.cook.source	green-goddess-dressing.cook		container, combine parsley, mayonnaise or salad dressing, dairy sour cream, green onion, tarragon vinegar, anchovy paste, dried basil, sugar..Cover and blend until smooth..Transfer to storage container, cover and chill	3/4 cup  parsley,1/2 cup  mayonnaise or salad dressing,1/2 cup  dairy sour cream,1  green onion,2 tbl  tarragon vinegar,1 tbl  anchovy paste,1/2 tsp  dried basil,1/4 tsp  sugar	"In #blender{} container, combine @parsley{3/4 cup}, @mayonnaise or salad dressing{1/2 cup}, @dairy sour cream{1/2 cup}, @green onion{1}, @tarragon vinegar{2 tbl}, @anchovy paste{1 tbl}, @dried basil{1/2 tsp}, @sugar{1/4 tsp}.
Cover and blend until smooth.
Transfer to storage container, cover and chill"
data/bronze/bonmot/honey-wheat-multigrain-bread.cook.source	honey-wheat-multigrain-bread.cook		When your liquid and honey mix is at the right temperature, stir together yeast and warm water and let yeast dissolve. Let stand about 5 minutes and then add to liquids / honey..Melt butter and stir it in with the salt..Mix in: coarse rolled oats, wheat germ, sesame seeds, milled flax, hemp or chia seeds..Mix in gradually: whole wheat flour. For extra nutrition, use some or all whole-milled such as Anita’s. The more you use, the denser and heavier the bread..Mix in unbleached white flour one cup at a time. I substitute 1.5 c. gluten flour for a better rise..Knead in last cup or two of flour, kneading for 7 minutes. Dough will be slightly sticky. In a warm spot, let rise in a large bowl, or two smaller bowls if you think that will be needed, for about 40 minutes. More time will be needed if you’ve used heavier flours. .Punch down and let rest 10 minutes. Divide into 3 or 4 equal portions depending on how well your dough rose. Make sure you squish out bubbles in your loaves, to prevent large holes forming in bread. Place in greased pans. Let rise in a warm place 50 minutes to an hour. .Heat oven to 350. Bake about 45 minutes. Because of the sugar content, loaves will be quite brown. .Enjoy!	4 cups  milk,2/3 c  honey,2 tbl + 1.5 tsp  yeast,11/4 c  warm water,3/4 c  butter,1 tbl + 2 tsp  salt,2 c  coarse rolled oats,3/4 c  wheat germ,1 c  sesame seeds,1/4 c  milled flax,1/4 c  hemp or chia seeds,6 c  whole wheat flour,6 c  unbleached white flour	"Scald @milk{4 cups} and add @honey{2/3 c}. Stir together and ensure temperature will make the yeast happy.
When your liquid and honey mix is at the right temperature, stir together @yeast{2 tbl + 1.5 tsp} and @warm water{11/4 c} and let yeast dissolve. Let stand about 5 minutes and then add to liquids / honey.
Melt @butter{3/4 c} and stir it in with the @salt{1 tbl + 2 tsp}.
Mix in: @coarse rolled oats{2 c}, @wheat germ{3/4 c}, @sesame seeds{1 c}, @milled flax{1/4 c}, @hemp or chia seeds{1/4 c}.
Mix in gradually: @whole wheat flour{6 c}. For extra nutrition, use some or all whole-milled such as Anita’s. The more you use, the denser and heavier the bread.
Mix in @unbleached white flour{6 c} one cup at a time. I substitute 1.5 c. gluten flour for a better rise.
Knead in last cup or two of flour, kneading for 7 minutes. Dough will be slightly sticky. In a warm spot, let rise in a large bowl, or two smaller bowls if you think that will be needed, for about 40 minutes. More time will be needed if you’ve used heavier flours. 
Punch down and let rest 10 minutes. Divide into 3 or 4 equal portions depending on how well your dough rose. Make sure you squish out bubbles in your loaves, to prevent large holes forming in bread. Place in greased pans. Let rise in a warm place 50 minutes to an hour. 
Heat oven to 350. Bake about 45 minutes. Because of the sugar content, loaves will be quite brown. 
Enjoy!"
data/bronze/bonmot/boiled-mayonnaise.cook.source	boiled-mayonnaise.cook		Whisk in the sugar..Add the flour, dry mustard, salt & pepper to taste..Add the homogenized milk or 5&percnt; cream and the vinegar..Stirring fairly constantly, cook over medium heat in a . boiler (or very thick-bottomed pan) until thickened..Remove from heat and stir in the butter..Check the sweetness and the seasoning. Adjust if necessary..Cool, store in a . jar, and refrigerate	1  egg,3/4 c  sugar,1 tbsp  flour,2 tsp  dry mustard,some  salt & pepper,3/4 cup  homogenized milk or 5&percnt; cream,1/2 cup  vinegar,2 tbsp  butter	"Beat the @egg{1} well.
Whisk in the @sugar{3/4 c}.
Add the @flour{1 tbsp}, @dry mustard{2 tsp}, @salt & pepper{} to taste.
Add the @homogenized milk or 5&percnt; cream{3/4 cup} and the @vinegar{1/2 cup}.
Stirring fairly constantly, cook over medium heat in a #double boiler (or very thick-bottomed pan){} until thickened.
Remove from heat and stir in the @butter{2 tbsp}.
Check the sweetness and the seasoning. Adjust if necessary.
Cool, store in a #covered jar{}, and refrigerate."
data/bronze/bonmot/french-dressing.cook.source	french-dressing.cook		processor or blender and whirl for .With it running, slowly drizzle in a quarter of the oil, and add 1 tbl of vinegar. .Alternate oil and vinegar until they're gone.  .Stop, scrape down bowl, and .pulse once to finish mixing	1 tbl  paprika,1 tbl  sugar or equivalent,1 tsp  salt,1/4 tsp  cayenne,1  egg,1 cup  oil,1/4 c  vinegar	"Put @paprika{1 tbl}, @sugar or equivalent{1 tbl}, @salt{1 tsp}, @cayenne{1/4 tsp} and @egg{1} in the #food processor or blender{} and whirl for ~{a few seconds}.
With it running, slowly drizzle in a quarter of the @oil{1 cup}, and add 1 tbl of @vinegar{1/4 c}. 
Alternate oil and vinegar until they're gone.  
Stop, scrape down bowl, and 
pulse once to finish mixing."
data/bronze/bonmot/bagel-biscuit.cook.source	bagel-biscuit.cook		"Mix 0&percnt; plain Greek yogurt, baking powder, AP flour well to a dough..Roll the dough into a long log a little smaller then the thickness of a rolling pin..Cut the log lengthwise into 9 even sized smaller logs.Connect the two ends of each smaller log together to form a bagel shape..Optional, Recommended: Beat a whole egg, wash top of bagels with it, sprinkle with sesame seeds or ""everything"" seasoning.Place bagels on parchment on baking sheets. .Bake for"	"750mL  0&percnt; plain Greek yogurt,2 tbl + 1 tsp  baking powder,21/2 cups  AP flour,1  egg,some  sesame seeds,some  ""everything"" seasoning"	"Preheat oven to 375°F
Mix @0&percnt; plain Greek yogurt{750mL}, @baking powder{2 tbl + 1 tsp}, @AP flour{21/2 cups} well to a dough.
Roll the dough into a long log a little smaller then the thickness of a rolling pin.
Cut the log lengthwise into 9 even sized smaller logs
Connect the two ends of each smaller log together to form a bagel shape.
Optional, Recommended: Beat a whole @egg{1}, wash top of bagels with it, sprinkle with @sesame seeds{} or @""everything"" seasoning{}
Place bagels on parchment on baking sheets. 
Bake for ~{20 min}, then
flip the oven to broil for ~{a few minutes} to brown the top."
data/bronze/bonmot/egg-foo-yung.cook.source	egg-foo-yung.cook		saucepan..In a . bowl, beat eggs. Add all vegetables and the soy sauce and stir to combine..In a small bowl blend sesame oil and cooking oil..Heat the wok to medium, add 1/8 of the blended oil to the wok..Using a small ladle, place the ingredients in the center of the wok and flatten the mixture out. Cook until solid and then fold in half. Continue cooking until done, turning over once. .To serve, pour the sauce on top	2 c  gravy or gravy mix packages,2 tbl  oyster sauce,2 tbl  soy sauce,8  eggs,1 tbl  soy sauce,1 tbl  sesame oil,1 tbl  cooking oil	"Mix and heat @gravy or gravy mix packages{2 c}, @oyster sauce{2 tbl} and @soy sauce{2 tbl} in a #small saucepan{}.

In a #large bowl{}, beat @eggs{8}. Add all vegetables and the @soy sauce{1 tbl} and stir to combine.
In a small bowl blend @sesame oil{1 tbl} and @cooking oil{1 tbl}.
Heat the wok to medium, add 1/8 of the blended oil to the wok.
Using a small ladle, place the ingredients in the center of the wok and flatten the mixture out. Cook until solid and then fold in half. Continue cooking until done, turning over once. 
To serve, pour the sauce on top."
data/bronze/bonmot/pearl_couscous.cook.source	pearl_couscous.cook		While it's boiling, warm oil in any pan and sautée celery, onions, chopped tomatoes, zucchini, carrot until soft and the onions are golden..Mix together and add basil	2 c  pearl couscous,2 c  water,some  oil,some  celery,some  onions,some  chopped tomatoes,some  zucchini,some  carrot,some  basil	"Boil @pearl couscous{2 c} in @water{2 c}. Watch carefully as it will foam.
While it's boiling, warm @oil{} in any pan and sautée @celery{}, @onions{}, @chopped tomatoes{}, @zucchini{}, @carrot{} until soft and the onions are golden.
Mix together and add @basil{}."
data/bronze/bonmot/ginger-cake-fresh.cook.source	ginger-cake-fresh.cook		Grease and flour . pan or line the bottom with . paper or parchment paper, and grease that..Heat water and unsalted butter in a . until the butter is melted..Grate the fresh ginger.Whisk together in a . bowl: light or dark brown sugar, molasses, dark corn syrup, golden syrup, honey, or light molasses, egg..Sift together or whisk thoroughly in a . bowl: all-purpose flour, baking soda, salt, then whisk the ginger in..Whisk the water & butter mixture into the molasses mixture, add the flour & ginger mixture and stir just until smooth and pour into the baking pan..Bake	1/2 cup  water,8 tbl/1 stick  unsalted butter,1/2 cup  fresh ginger,1/2 cup, packed  light or dark brown sugar,1/4 cup  molasses,1/4 cup  dark corn syrup, golden syrup, honey, or light molasses,1 large  egg,1 1/2 c  all-purpose flour,1 tsp  baking soda,1/4 tsp  salt	"Preheat oven to 350°F. 
Grease and flour #9x9” pan{1} or line the bottom with #wax paper or parchment paper{}, and grease that.
Heat @water{1/2 cup} and @unsalted butter{8 tbl/1 stick} in a #saucepan{} until the butter is melted.
Grate the @fresh ginger{1/2 cup}
Whisk together in a #large bowl{}: @light or dark brown sugar{1/2 cup, packed}, @molasses{1/4 cup}, @dark corn syrup, golden syrup, honey, or light molasses{1/4 cup}, @egg{1 large}.
Sift together or whisk thoroughly in a #small bowl{}: @all-purpose flour{1 1/2 c}, @baking soda{1 tsp}, @salt{1/4 tsp}, then whisk the ginger in.
Whisk the water & butter mixture into the molasses mixture, add the flour & ginger mixture and stir just until smooth and pour into the baking pan.
Bake ~{25 to 30 minutes} until a toothpick inserted into the center comes out clean, let cool in the pan on a rack for ~{10 minutes}. 
Slide a thin knife around the cake to detach it from the pan; invert the cake and peel off the paper, if you used it 
Let cake cool right side up on the rack."
data/bronze/bonmot/gozleme.cook.source	gozleme.cook		bowl and stir through the salt. .When combined, gradually add the self-raising flour, a few tablespoons at a time until you have a stiff dough. .Bring everything together in the bowl before turning it out onto a floured bench. .Using your hands, knead the dough until it is soft and slightly tacky. .Place the dough in a lightly floured bowl, cover with a clean tea towel and .allow to stand for at least . .Warm a . pan over a medium heat. .Add olive oil, toss in the kale, stems removed and garlic clove, finely chopped and season with a pinch of sea salt and black pepper. .Cook for	300 g Greek yoghurt,a big pinch of  salt,375 g self-raising flour,a drizzle of  olive oil,1 bunch of kale, stems removed,1  garlic clove, finely chopped,250 g grated haloumi,2  grated shallots,1 handful of mint leaves,a dollop of  melted butter	"Place the @Greek yoghurt{300%g} in a #large bowl{} and stir through the @salt{a big pinch of}. 
When combined, gradually add the @self-raising flour{375%g}, a few tablespoons at a time until you have a stiff dough. 
Bring everything together in the bowl before turning it out onto a floured bench. 
Using your hands, knead the dough until it is soft and slightly tacky. 
Place the dough in a lightly floured bowl, cover with a clean tea towel and 
allow to stand for at least ~{30 minutes}. 
Warm a #frying pan{} over a medium heat. 
Add @olive oil{a drizzle of}, toss in the @kale, stems removed{1%bunch of} and @garlic clove, finely chopped{1} and season with a pinch of sea salt and black pepper. 
Cook for ~{3%minutes}, until the kale is wilted. 
Take the pan off the heat and allow to cool. 
Once cool enough to handle, chop the kale leaves roughly, then add them to the @grated haloumi{250%g}, @grated shallots{2} and @mint leaves{1%handful of}. 
Season with sea salt and black pepper and mix well to combine. 
Divide the dough into four equal balls. 
On a floured surface, roll each ball into a 20-25 cm circle. 
Place some filling on one side of the circle and fold the dough over. 
Seal the edges with a fork (or crimp, if you feel like it!). 
Repeat until you have used all the dough.
Place a #large frying pan{} over a medium-low heat. 
Brush both sides of the gozleme with @melted butter{a dollop of} and cook on both sides until golden. 
To serve, cut each gozleme into three slices and finish with a good squeeze of lemon juice (1 love lots of lemon on my gozleme)."
data/bronze/bonmot/ukranian-pancakes.cook.source	ukranian-pancakes.cook		heat milk on low to melt butter. Add salt and vanilla, and add sugar to taste..While the butter is melting, mix flour with the egg and oil. I rub my fingers through it like making pastry. .Once the butter is mostly melted, add that mixture to the flour mixture and whisk until smooth. .Add instant yeast and let rise in the fridge until tonight or on the counter for an hour or two	2 c  milk,2-3 tbsp  butter,1/2 tsp  salt,1/2 tbsp  vanilla,1-2 tbsp  sugar,2 cup  flour,1  egg,1 tbsp  oil,1 tsp  instant yeast	"In a #saucepan{}, heat @milk{2 c} on low to melt @butter{2-3 tbsp}. Add @salt{1/2 tsp} and @vanilla{1/2 tbsp}, and add @sugar{1-2 tbsp} to taste.
While the butter is melting, mix @flour{2 cup} with the @egg{1} and @oil{1 tbsp}. I rub my fingers through it like making pastry. 
Once the butter is mostly melted, add that mixture to the flour mixture and whisk until smooth. 
Add @instant yeast{1 tsp} and let rise in the fridge until tonight or on the counter for an hour or two."
data/bronze/bonmot/mac-cheese-mushroom-soup.cook.source	mac-cheese-mushroom-soup.cook		Pot..If the chicken stock is unsalted, add 1 tsp salt..Spoon mushroom soup on top. Do not stir..Set cook time to	8 oz  macaroni,2 c  chicken stock,1 tbl  butter,1/4 tsp  black pepper,1/2 10oz can  mushroom soup,1/4 c  milk,1/4 c  cheddar,1/4 c  parmesan	"Add @macaroni{8 oz}, @chicken stock{2 c}, @butter{1 tbl} & @black pepper{1/4 tsp} to the #Instant Pot{}.
If the chicken stock is unsalted, add 1 tsp salt.
Spoon @mushroom soup{1/2 10oz can} on top. Do not stir.
Set cook time to ~{4 minutes}. Do not release pressure.
After the beep, set a timer to ~{2 minutes}.  Now release pressure.
Add @milk{1/4 c}, @cheddar{1/4 c}, @parmesan{1/4 c} and stir just until combined."
data/bronze/bonmot/Potato_Salad.cook.source	Potato_Salad.cook		"saucepan. Fish out eggs after 10 minutes of boiling, cook potatoes 25-30 minutes, until tender. .In a . bowl whisk sugar, flour, dry mustard, and 3/4 tsp salt.  Whisk in egg yolks and milk..Microwave 1 minute, whisk, then alternate 30 seconds of microwave and whisk until thickened. Do not boil..Whisk in vinegar and butter or margarine..Drain potatoes, cool until you can handle them, peel and cut into rough 3/4"" chunks into a . bowl..Chop 3 of the hardboiled eggs into big chunks and add to bowl..Add frozen peas, celery, green onion, 11/2 tsp salt, and 1/8 tsp pepper..Add the dressing and gently fold so as to not mash the potatoes & eggs..Cover with egg slices, parsley, and paprika.Chill"	6  eggs,3 lb  potatoes,1 tbl  sugar,2 tsp  flour,11/2 tsp  dry mustard,some  salt,3  egg yolks,3/4 c  milk,1/4 c  vinegar,3 tbl  butter or margarine,1/2 c  frozen peas,1 c chopped  celery,4, sliced  green onion,some  pepper,some  parsley,some  paprika	"Boil @eggs{6} and @potatoes{3 lb} in a covered #big saucepan{}. Fish out eggs after 10 minutes of boiling, cook potatoes 25-30 minutes, until tender. 
In a #microwavable bowl{} whisk @sugar{1 tbl}, @flour{2 tsp}, @dry mustard{11/2 tsp}, and 3/4 tsp @salt{}.  Whisk in @egg yolks{3} and @milk{3/4 c}.
Microwave 1 minute, whisk, then alternate 30 seconds of microwave and whisk until thickened. Do not boil.
Whisk in @vinegar{1/4 c} and @butter or margarine{3 tbl}.
Drain potatoes, cool until you can handle them, peel and cut into rough 3/4"" chunks into a #large bowl{}.
Chop 3 of the hardboiled eggs into big chunks and add to bowl.
Add @frozen peas{1/2 c}, @celery{1 c chopped}, @green onion{4, sliced}, 11/2 tsp salt, and 1/8 tsp @pepper{}.
Add the dressing and gently fold so as to not mash the potatoes & eggs.
Cover with egg slices, @parsley{}, and @paprika{}
Chill."
data/bronze/bonmot/Mikmag_Four_Cent_Bread.cook.source	Mikmag_Four_Cent_Bread.cook		cast iron pan medium to low heat..Crack an egg into a . measuring cup and add water up to 11/2 cup..mix egg and water good till egg is all conformed..pour liquid in the dry flour, knead just enough to get it formed, then slap in a greased pan for	3 cups  flour,3 round tsp  baking powder,1 round tsp  salt	"mix up @flour{3 cups}, @baking powder{3 round tsp} and @salt{1 round tsp} well while heating #10"" cast iron pan{} medium to low heat.

Crack an egg into a #2-cup measuring cup{} and add water up to 11/2 cup.
mix egg and water good till egg is all conformed.

pour liquid in the dry flour, knead just enough to get it formed, then slap in a greased pan for ~{6 mins} then flip over for ~{5-6 mins}"
data/bronze/bonmot/ramen_pho.cook.source	ramen_pho.cook		"pot and put it on..Add butter to . pot and put it on high too..Cube ham and start it a-frying with sliced white part of the green onion..When the water boils, add the ramen noodles: just the noodles. Set the timer to 5 minutes.Heat up your serving bowl with hot water or in the oven.Mise en place, get ready: (stir your pots now and then) slice the green part of green onion, anything green and crunchy in your fridge (old celery and the heart of a romaine here), chop a quarter of a tomato if you have one, and get out the frozen peas.When the ham is browned, take it out of the pan and set it aside..Use your serving bowl to measure water 3/4 of the way up and put it in the ham & butter pan, add the ramen spice kit and a couple drops of sesame oil if you have it, and let it boil (""deglaze."").When the ramen is done, drain & place in the bowl, pour the stock on top, place everything else on top, segregated, and the ramen package sprinkles if it has them"	some  ramen package,1/4 c  butter,a couple oz  ham,1  green onion,some  anything green and crunchy in your fridge,some  tomato,1/4 c  frozen peas,some  sesame oil	"Turn the burner element to high. Put the amount of hot water indicated on the @ramen package{} into the #medium pot{} and put it on.
Add @butter{1/4 c} to #another pot{} and put it on high too.
Cube @ham{a couple oz} and start it a-frying with sliced white part of the @green onion{1}.
When the water boils, add the ramen noodles: just the noodles. Set the timer to 5 minutes
Heat up your serving bowl with hot water or in the oven
Mise en place, get ready: (stir your pots now and then) slice the green part of green onion, @anything green and crunchy in your fridge{} (old celery and the heart of a romaine here), chop a quarter of a @tomato{} if you have one, and get out the @frozen peas{1/4 c}
When the ham is browned, take it out of the pan and set it aside.
Use your serving bowl to measure water 3/4 of the way up and put it in the ham & butter pan, add the ramen spice kit and a couple drops of @sesame oil{} if you have it, and let it boil (""deglaze."")
When the ramen is done, drain & place in the bowl, pour the stock on top, place everything else on top, segregated, and the ramen package sprinkles if it has them."
data/bronze/bonmot/marinara-sauce.cook.source	marinara-sauce.cook		Set . or Instant Pot to Sautée and add butter and onion..Mince garlic while the onion is cooking and add..Sautée until the onion & garlic are just beginning to turn golden..Add ginger root and cook for .Peel & dice carrot and add..Seed and chop habaneros if you like it hot..Add pepper, salt, habaneros, and chili flakes..Sautee until carrot is soft, about .Chop plum tomatoes into halves and add, including their liquid. .Add sugar or equivalent..If using dried herbs (see pullout), add them now; if fresh, add after simmering..Reduce heat and simmer	1 medium  onion,2 tbl  butter,4 cloves  garlic,4-6 thin slices  ginger root,1  carrot,2  habaneros,1 tsp  pepper,1 tsp  salt,1 tbl  chili flakes,28oz can  plum tomatoes,3 tsp  sugar or equivalent,some  herbs (see pullout)	"Chop @onion{1 medium}
Set #saucepan or Instant Pot{} to Sautée and add @butter{2 tbl} and onion.
Mince @garlic{4 cloves} while the onion is cooking and add.
Sautée until the onion & garlic are just beginning to turn golden.
Add @ginger root{4-6 thin slices} and cook for ~{another couple minutes}.
Peel & dice @carrot{1} and add.
Seed and chop @habaneros{2} if you like it hot.
Add @pepper{1 tsp}, @salt{1 tsp}, habaneros, and @chili flakes{1 tbl}.
Sautee until carrot is soft, about ~{5 minutes}.
Chop @plum tomatoes{28oz can} into halves and add, including their liquid. 
Add @sugar or equivalent{3 tsp}.
If using dried @herbs (see pullout){}, add them now; if fresh, add after simmering.
Reduce heat and simmer ~{10 minutes}
Add fresh herbs. Remove from heat. 
Remove ginger slices before serving."
data/bronze/bonmot/banana-bread-gee.cook.source	banana-bread-gee.cook		large bread pans.Whisk together flour/baking soda/salt, set aside.Cut borderline-rotten bananas in half lengthwise, then cut into chunks.Whip together melted butter/sugar in a . mixer till fluffy. .Add eggs one at a time..Beat in 3 of the 6 bananas..Mix together the milk, vanilla, and dark rum and beat in.Add the flour/soda/salt and mix it in, make sure it's still a little lumpy.Add remaining bananas and chocolate chips and mix those in until they're just mixed in..Pour into bread pans, bake	4 cups  flour,2 tsp  baking soda,1 tsp  salt,half dozen  borderline-rotten bananas,1 cup  melted butter,1.5 cups  sugar,4 large  eggs,2/3 cup  milk,2 tsp  vanilla,1 shot  dark rum,2 cups  chocolate chips	"Preheat oven to 350, grease #two large bread pans{}
Whisk together @flour{4 cups}/@baking soda{2 tsp}/@salt{1 tsp}, set aside
Cut @borderline-rotten bananas{half dozen} in half lengthwise, then cut into chunks
Whip together @melted butter{1 cup}/@sugar{1.5 cups} in a #stand mixer{} till fluffy. 
Add @eggs{4 large} one at a time.
Beat in 3 of the 6 bananas.
Mix together the @milk{2/3 cup}, @vanilla{2 tsp}, and @dark rum{1 shot} and beat in
Add the flour/soda/salt and mix it in, make sure it's still a little lumpy
Add remaining bananas and @chocolate chips{2 cups} and mix those in until they're just mixed in.

Pour into bread pans, bake ~{30-40 minutes} until you get a clean toothpick OR an instant read thermometer reads 98C/208F."
data/bronze/bonmot/rice-pudding-lnu.cook.source	rice-pudding-lnu.cook		Preheat oven to 350°C..Break the eggs into the . and beat. .Add the rice, whichever milk you chose, raisins, cinnamon, nutmeg, allspice, maple syrup.Mix and bake for . .Cool and serve with more milk or cream	1 c  rice,2  eggs,1 c  milk,1 c  raisins,1/4 tsp  cinnamon,1/4 tsp  nutmeg,1/4 tsp  allspice,1/2 c  maple syrup	"Cook @rice{1 c} as usual.
Preheat oven to 350°C.
Break the @eggs{2} into the #casserole{} and beat. 
Add the rice, whichever @milk{1 c} you chose, @raisins{1 c}, @cinnamon{1/4 tsp}, @nutmeg{1/4 tsp}, @allspice{1/4 tsp}, @maple syrup{1/2 c}
Mix and bake for ~{45 minutes}. 
Cool and serve with more milk or cream."
data/bronze/bonmot/paihuanggua.cook.source	paihuanggua.cook		Cut the cracked cucumber cross-wise into bite sized pieces..Put the cucumber in a bowl and sprinkle it with salt. Let it sit for 10 minutes and drain the extracted water. You can skip this step if in a hurry, in that case use only half of the salt. .Add garlic, light soy sauce, Chinkiang vinegar, sesame oil, sugar, hot chili oil and Sichuan pepper oil (if using) in a bowl and stir well so the flavour is evenly distributed. .Serve with steamed white rice and other dishes	2  cucumber,1 tbsp  salt,3 cloves // minced  garlic,1 tbsp  light soy sauce,½ tbps  Chinkiang vinegar,1 tsp  sesame oil,½ tsp  sugar,1½ tbsp // to taste  hot chili oil,1 tsp // to taste, optional  Sichuan pepper oil	"Remove the @cucumber{2} top and bottom. Place it on a board, and hit it with the side of a big knife so it cracks open. Make sure to hit it hard enough so it cracks open in one go instead of multiple soft hits, or it will get smushy.

Cut the cracked cucumber cross-wise into bite sized pieces.

Put the cucumber in a bowl and sprinkle it with @salt{1 tbsp}. Let it sit for 10 minutes and drain the extracted water. You can skip this step if in a hurry, in that case use only half of the salt. 

Add @garlic{3 cloves // minced}, @light soy sauce{1 tbsp}, @Chinkiang vinegar{½ tbps}, @sesame oil{1 tsp}, @sugar{½ tsp}, @hot chili oil{1½ tbsp // to taste} and @Sichuan pepper oil{1 tsp // to taste, optional} (if using) in a bowl and stir well so the flavour is evenly distributed. 
Serve with steamed white rice and other dishes."
data/bronze/bonmot/Thai_Chicken_Soup.cook.source	Thai_Chicken_Soup.cook		Pot to 10 minutes, add chicken carcasse and 1c water so it can heat while you do the next step..Cut onion in half, add it and unpeeled carrot, bay leaf, cinnamon stick, peppercorns, lime juice, soy sauce, chili paste, e.g. Old Dry Mom, celery or lovage, chives or egyptian onion, and sliced ginger..Just barely cover with water, put the lid on and cook for	"some  chicken carcasse,1  onion,1  carrot,1  bay leaf,0.5  cinnamon stick,1 tsp  peppercorns,11/2 tbl  lime juice,1 tbl  soy sauce,2 tbl  chili paste, e.g. Old Dry Mom,1 stick  celery or lovage,handful  chives or egyptian onion,1""  ginger,1/4 cup  rice,1/2 c  sweetened condensed milk or cream"	"Set #Instant Pot{} to 10 minutes, add @chicken carcasse{} and 1c water so it can heat while you do the next step.
Cut @onion{1} in half, add it and unpeeled @carrot{1}, @bay leaf{1}, @cinnamon stick{1/2}, @peppercorns{1 tsp}, @lime juice{11/2 tbl}, @soy sauce{1 tbl}, @chili paste, e.g. Old Dry Mom{2 tbl}, @celery or lovage{1 stick}, @chives or egyptian onion{handful}, and sliced @ginger{1""}.
Just barely cover with water, put the lid on and cook for ~{10 minutes}, let pressure drop.
Transfer stock, carcasse & vegetables to a #bowl{} and strain it back into the pot thru the #colander{}.
Add @rice{1/4 cup}, put the lid on, and set for ~{1 minute} and let pressure drop.
While it's cooking, cool the colander e.g. in the fridge, and separate the meat from the carcasse and cooked vegetables. Discard the bones & vegetables.
Add the meat, @sweetened condensed milk or cream{1/2 c} to the pot (and sweetener if you used just cream.)
Season with salt and serve."
data/bronze/bonmot/pig-newtons.cook.source	pig-newtons.cook		"Fold the dough around the spam slices, then cut in 1"" segments, place on . sheet. .Bake as directed"	1 can  Spam,2  Crescent Roll dough	"Slice @Spam{1 can} 1/4"" thick. Bang a @Crescent Roll dough{2} can on the counter edge, unroll it, and detach in squares, not on the triangles. 
Fold the dough around the spam slices, then cut in 1"" segments, place on #cookie sheet{}. 
Bake as directed."
data/bronze/bonmot/mushroom-rice.cook.source	mushroom-rice.cook		Mix Campbell’s French Onion, Campbell’s Beef Consommé, butter, rice, non-instant in a . pan (13x9) or foil pan..Bake at 375°F for an	1 can  sliced mushrooms,2 cans  Campbell’s French Onion,2 cans  Campbell’s Beef Consommé,1 stick  butter,2 cups  rice, non-instant	"Drain @sliced mushrooms {1 can}
Mix @Campbell’s French Onion{2 cans}, @Campbell’s Beef Consommé{2 cans}, @butter{1 stick}, @rice, non-instant{2 cups} in a #cake pan (13x9){} or foil pan.
Bake at 375°F for an ~{hour or so}: the liquid should all be absorbed."
data/bronze/bonmot/mac-and-god-damn.cook.source	mac-and-god-damn.cook		pot to just beyond al dente; I usually make this a little soft and a little puffy..While it's cooking, to the . jar add milk, cubed cheese, flour, Old Dry Mom, hot sauce, black pepper, hot pickled peppers, peas and shake shake shake to dissolve the flour. We are <i>not</i> making a <i>roo</i>..When the pasta's done, give it a quick drain - some cooking water left in is fine..Give the bottle another shake because it will have settled. .Add sauce to the pot and stir over medium heat until it bubbles	1 c  pasta,1 c  milk,2 oz  cheese,1 tbl  flour,heaping tbl  Old Dry Mom,some  hot sauce,1/4 tsp  black pepper,2 tbl  hot pickled peppers,1/4 c  peas	"Cook @pasta{1 c} in a #big pot{} to just beyond al dente; I usually make this a little soft and a little puffy.
While it's cooking, to the #big jar{} add @milk{1 c}, cubed @cheese{2 oz}, @flour{1 tbl}, @Old Dry Mom{heaping tbl}, @hot sauce{}, @black pepper{1/4 tsp}, @hot pickled peppers{2 tbl}, @peas{1/4 c} and shake shake shake to dissolve the flour. We are <i>not</i> making a <i>roo</i>.
When the pasta's done, give it a quick drain - some cooking water left in is fine.
Give the bottle another shake because it will have settled. 
Add sauce to the pot and stir over medium heat until it bubbles."
